Tl_x_cFTLD	Tl_y_cFTLD	w_cFTLD	h_cFTLD	dx_cfTLD	dy_cfTLD	dw_cfTLD	dh_cfTLD	Tl_x_CMT	Tl_y_CMT	w_CMT	h_CMT	dx_CMT	dy_CMT	dw_CMT	dh_CMT	Tl_x_ST	Tl_y_ST	w_ST	h_ST	dx_ST	dy_ST	dw_ST	dh_ST	Tl_x_GT	Tl_y_GT	w_GT	h_GT	dx_GT	dy_GT	dw_GT	dh_GT	Tl_x	Tl_y	w	h	cFTLD_cov	CMT_cov	STRUCK_cov
308	223	54	90	1.19789e-05	-1.44981e-05	1.54476e-06	3.10442e-06	323	262	18	30	7.82734e-06	5.77657e-06	1.28314e-07	-0.0708857	359	185	48	80	5.80724e-05	-8.49247e-05	0	0	311	250	50	95	0.343429	0.0756128	-1.19951e-06	-5.5799e-06	315	240	44	78	10.0037	18.7209	218.265
308	224	54	90	-8.56547e-06	-1.44981e-05	-1.02328e-06	-2.03167e-06	323	261	19	32	7.82734e-06	-1.38801e-05	7.98429e-07	0.0600967	362	175	48	80	0.000134759	-0.000438193	0	0	311	250	50	95	0.2167	0.0188931	-1.19951e-06	-2.89451e-06	313	242	44	78	10.0036	16.9522	1004.88
308	224	54	90	-1.26743e-05	1.4264e-05	-1.53689e-06	-3.05889e-06	323	261	19	32	-1.00424e-05	-1.37133e-06	-3.18429e-07	-0.00415261	361	164	48	80	8.72772e-06	0.000159016	0	0	311	250	50	95	0.101174	-0.00769798	-1.19951e-06	-2.89451e-06	312	243	44	78	10.0036	17.1243	2414.15
308	224	54	90	-3.47728e-07	-1.8607e-05	3.93277e-09	2.27667e-08	323	262	18	31	-4.68147e-06	1.64984e-05	-6.53487e-07	-0.00100597	356	153	48	80	7.99203e-05	0.000172706	0	0	311	250	50	95	0.029786	-0.01562	-1.19951e-06	-2.89451e-06	312	243	44	78	10.0036	17.1454	3364.3
307	223	53	89	-3.47728e-07	-1.44981e-05	3.93277e-09	2.27667e-08	323	261	18	32	1.31883e-05	4.15648e-07	4.63372e-07	0.000185832	347	143	48	80	0.000112776	0.000142462	0	0	311	250	50	95	-0.00280392	-0.0143206	-1.19951e-06	-2.89451e-06	312	243	44	78	10.0036	17.1394	3755
308	223	54	90	-1.26743e-05	1.93738e-06	-1.53689e-06	-3.05889e-06	323	261	19	32	4.2534e-06	-1.56671e-05	5.75057e-07	6.24092e-06	335	136	48	80	0.000167685	9.31467e-05	0	0	311	250	50	95	-0.0119128	-0.00990272	-1.19951e-06	-2.89451e-06	312	243	44	78	10.0036	17.1395	3854.74
308	224	54	90	-8.56547e-06	-6.28036e-06	-1.02328e-06	-2.03167e-06	323	261	19	31	-1.36163e-05	2.20262e-06	-5.41801e-07	-4.92766e-06	322	131	48	80	-0.000144707	-5.21069e-05	0	0	310	250	50	95	-0.0105486	-0.00551838	-1.19951e-06	-2.89451e-06	312	243	44	78	10.0036	17.1396	3912.22
308	223	54	90	-8.56547e-06	1.4264e-05	-1.02328e-06	-2.03167e-06	323	262	18	31	6.79447e-07	1.29245e-05	-3.18429e-07	3.21571e-07	306	132	48	80	-0.00070373	2.68434e-06	0	0	310	250	50	95	-0.00641308	-0.00234959	-1.19951e-06	-2.89451e-06	312	242	44	78	10.0036	17.1396	3898.97
307	223	53	89	3.76114e-06	1.4264e-05	5.17542e-07	1.04998e-06	323	262	18	32	1.67622e-05	-4.94527e-06	7.98429e-07	9.91686e-07	291	137	48	80	-0.00142703	0.00046846	0	0	310	249	50	95	-0.00287911	-0.275201	-1.19951e-06	-2.89451e-06	312	242	44	77	10.0032	17.1396	3807.71
308	224	54	90	-1.67832e-05	1.93738e-06	-2.0505e-06	-4.0861e-06	323	261	19	32	-2.8945e-06	-8.51922e-06	1.28314e-07	9.91686e-07	277	146	48	80	-0.000615926	0.000399796	0	0	310	249	50	95	-0.000773762	-0.302547	-1.19951e-06	-2.89451e-06	312	242	44	78	10.0031	17.1396	3539.65
308	223	54	90	-1.67832e-05	6.04625e-06	-2.0505e-06	-4.0861e-06	323	261	19	32	-1.18294e-05	9.35051e-06	-9.88544e-07	9.91686e-07	267	159	48	80	-0.00043504	0.00057217	0	0	310	249	50	95	0.000150011	-0.229757	-1.19951e-06	-2.89451e-06	312	242	44	78	10.003	17.1396	2588.06
308	224	54	90	-1.67832e-05	-1.44981e-05	-2.0505e-06	-4.0861e-06	323	262	18	32	6.04037e-06	7.56354e-06	1.66282e-08	9.91686e-07	261	173	48	80	-0.000276141	0.000615945	0	0	310	249	50	95	0.000386326	-0.139178	-1.19951e-06	0.351976	312	241	43	76	10.003	17.1396	1136.59
308	223	54	90	-8.56547e-06	1.4264e-05	-1.02328e-06	-2.03167e-06	323	262	19	32	9.61432e-06	-1.20932e-05	9.10115e-07	9.91686e-07	257	186	48	80	-4.05509e-05	0.0001502	0	0	311	249	50	96	0.000321876	0.207931	-1.19951e-06	0.337105	312	240	43	75	10.0034	17.1396	426.451
307	223	53	89	-1.26743e-05	-2.17149e-06	-1.53689e-06	-3.05889e-06	323	261	19	32	-6.46845e-06	-4.94527e-06	-9.50576e-08	9.91686e-07	258	197	48	80	3.28205e-06	0.00011995	0	0	311	249	50	96	0.000182236	0.281777	-1.19951e-06	0.565825	311	240	43	77	10.0038	17.1396	139.169
307	224	53	89	3.76114e-06	-1.8607e-05	5.17542e-07	1.04998e-06	323	261	18	32	-8.25542e-06	1.29245e-05	-8.76859e-07	9.91686e-07	260	206	48	80	1.42484e-05	0.000106327	0	0	310	249	50	97	-0.351904	0.232242	-1.19951e-06	0.437506	309	238	43	76	10.0039	17.1396	50.9947
307	224	53	89	7.87001e-06	6.04625e-06	1.03115e-06	2.0772e-06	323	262	18	32	1.14013e-05	2.20262e-06	3.51686e-07	9.91686e-07	265	214	48	80	5.81201e-05	9.53383e-05	0	0	309	249	50	97	-0.337092	0.149761	-1.19951e-06	0.243769	305	237	44	78	10.0039	17.1396	19.4451
308	224	53	89	1.19789e-05	0.134658	-0.134638	-0.269276	323	262	19	32	6.04037e-06	-1.56671e-05	6.86743e-07	9.91686e-07	275	222	48	80	0.00010194	8.98669e-05	0	0	309	249	50	97	-0.213854	0.0775074	-1.19951e-06	0.0979627	303	237	43	78	10.0214	15.77	10.9502
308	225	53	88	-1.26743e-05	-1.45202e-05	5.12466e-07	1.02493e-06	323	261	19	32	-1.18294e-05	4.15647e-07	-4.30115e-07	9.91686e-07	279	228	48	80	0.000173169	0.000276193	0	0	309	249	50	97	-0.100412	0.0289527	0.274695	0.0183222	303	238	42	74	10.0035	13.2208	10.3604
308	226	53	88	-1.26743e-05	-6.30248e-06	-1.02836e-06	-2.05672e-06	323	262	18	32	-2.8945e-06	1.64984e-05	-5.41801e-07	9.91686e-07	289	233	48	80	-7.33972e-05	-3.06506e-05	0	0	309	249	50	97	-0.0299371	0.00268022	0.302877	-0.0127934	306	241	41	73	10.0015	11.2763	10.0565
308	225	53	88	-1.67832e-05	6.02414e-06	-1.14267e-09	-2.28533e-09	323	262	18	32	1.67622e-05	-3.1583e-06	6.86743e-07	9.91686e-07	300	235	48	80	-7.34883e-05	-1.96973e-05	0	0	309	249	51	97	0.00242721	-0.00796626	0.230311	-0.0179279	309	243	41	73	10.0006	10.7188	10.0101
308	226	53	88	-1.26743e-05	-2.19361e-06	5.12466e-07	1.02493e-06	322	260	21	34	2.46642e-06	-1.38801e-05	0.16741	0.16741	312	235	48	80	-7.36743e-05	-1.42182e-05	0	0	309	249	51	96	0.0115898	-0.00979376	0.139667	-0.013207	312	243	41	73	10.0005	10.335	10.0043
308	226	52	87	1.19789e-05	-6.30248e-06	-5.14752e-07	-1.0295e-06	323	259	21	35	0.0690225	-0.0690286	-0.00585543	0.0631694	329	235	48	80	0.000189467	-1.42182e-05	0	0	309	249	51	96	0.0103437	-0.00779021	0.067102	-0.00709771	317	243	41	73	10.001	10.5547	10.0301
308	225	52	87	1.60878e-05	1.83508e-05	-1.14267e-09	-2.28533e-09	324	258	23	37	0.104848	0.00497357	0.107437	0.102459	343	231	48	80	0.000161971	-3.61635e-05	0	0	309	250	51	96	0.00631566	0.269798	0.0212918	-0.0027071	322	242	41	72	10.0038	10.9496	10.3605
308	226	52	87	7.87001e-06	-1.86291e-05	-1.02836e-06	-2.05672e-06	325	257	23	37	0.0582613	-0.0682137	-0.00954131	-0.0103523	354	225	48	80	0.000123758	-5.79958e-05	0	0	309	250	51	96	0.00284613	0.300413	-0.00184129	-0.000394983	324	241	42	74	10.004	11.209	13.1094
308	225	53	88	-8.56547e-06	1.0133e-05	-1.54197e-06	-3.08394e-06	323	266	14	22	-0.33617	0.142154	-0.587538	-1.00587	362	218	48	80	0.000348414	-0.000304573	0	0	309	251	51	96	0.000773014	0.504138	-0.010063	0.000461656	321	239	45	80	10.0046	42.3326	28.0578
308	225	52	87	1.60878e-05	1.91527e-06	-1.14267e-09	-2.28533e-09	324	265	15	24	0.0220071	-0.00738333	0.0208596	0.0355	364	210	48	80	-1.866e-05	5.42113e-05	0	0	309	251	51	96	-0.000140018	0.442514	-0.0104004	0.000563701	318	239	47	83	10.0049	31.6341	50.5079
308	226	52	87	7.87001e-06	-1.86291e-05	1.53968e-06	3.07937e-06	323	265	14	25	-0.0632887	-0.00259961	-0.0574045	0.0199139	360	201	48	80	-0.000287159	-0.000860902	0	0	310	251	50	97	0.351614	0.297713	-0.00767066	0.000397207	316	237	47	82	10.005	32.4933	59.2659
308	225	52	87	7.87001e-06	1.0133e-05	-1.02836e-06	-2.05672e-06	323	265	14	25	0.00326891	0.000395362	0.00276006	-0.00262132	351	194	48	80	-0.000100728	-8.28147e-05	0	0	310	251	50	97	0.336801	0.161304	-0.0045333	0.000206544	315	236	47	83	10.005	32.4908	35.3553
308	226	53	88	-1.26743e-05	1.42419e-05	5.12466e-07	1.02493e-06	324	265	16	24	0.0557237	7.58858e-06	0.0556683	-0.000104141	340	187	48	80	-0.00105402	-0.000671783	0	0	310	251	50	97	0.213671	0.065528	-0.00210431	7.49602e-05	315	235	47	83	10.005	29.7461	26.1805
308	225	53	88	-1.26743e-05	6.02414e-06	-1.02836e-06	-2.05672e-06	324	265	16	25	-0.00514238	-6.7072e-06	-0.00512674	6.72966e-05	327	182	48	80	-0.000571992	-0.000219752	0	0	310	251	50	97	0.100326	0.0113902	-0.00060898	7.82551e-06	314	232	47	83	10.0049	30.0867	21.7478
308	225	52	87	1.19789e-05	-2.19361e-06	-5.14752e-07	-1.0295e-06	323	265	15	25	-0.000812546	1.11625e-05	-0.000815614	-3.40052e-06	314	178	48	80	-0.000144363	-4.43658e-05	0	0	310	251	50	97	0.0299149	-0.0121662	0.000122442	-1.6343e-05	312	232	47	83	10.0049	30.1142	24.7946
308	226	52	87	7.87001e-06	-2.19361e-06	-1.02836e-06	-2.05672e-06	324	265	16	24	0.000163141	4.01464e-06	0.000166775	-1.05512e-06	301	174	48	80	-0.000571801	-0.000175839	0	0	309	252	50	97	-0.354396	0.256989	0.000364503	-1.90284e-05	311	232	46	80	10.0054	30.1036	46.234
308	225	52	87	1.19789e-05	1.42419e-05	-5.14752e-07	-1.0295e-06	324	265	16	24	-3.04747e-06	-1.38551e-05	-3.32297e-06	7.31856e-07	287	170	48	80	-0.000166181	-4.433e-05	0	0	309	252	51	96	-0.348682	0.287947	0.000355072	-1.36576e-05	310	237	46	81	10.0057	30.1042	167.392
308	225	52	87	1.60878e-05	-1.04113e-05	5.12466e-07	1.02493e-06	323	265	15	25	-1.37693e-05	-3.13326e-06	-4.71905e-06	2.85113e-07	273	166	48	80	-0.000626486	-0.000175839	0	0	309	251	51	96	-0.224177	-0.0541653	0.000254475	-5.60143e-06	310	239	46	80	10.0053	30.1043	889.714
308	226	53	88	-4.4566e-06	-1.86291e-05	1.53968e-06	3.07937e-06	323	265	14	25	-0.0690285	1.47365e-05	-0.0690246	-8.31745e-07	266	164	48	80	-6.75743e-05	-2.24125e-05	0	0	309	251	51	97	-0.106707	-0.168359	0.000146543	0.351979	310	240	45	79	10.0052	32.8932	1822.05
308	226	53	88	-3.47728e-07	-1.86291e-05	-2.05558e-06	-4.11116e-06	324	265	16	24	0.0733147	2.22767e-06	0.0733182	-2.73316e-07	254	166	48	80	6.9625e-05	-1.14352e-05	0	0	309	251	51	98	-0.0327621	0.109505	6.58565e-05	0.337107	310	241	45	80	10.0057	29.7691	3020.48
308	225	53	88	-1.67832e-05	6.02414e-06	-1.14267e-09	-2.28533e-09	324	265	16	24	-0.00309451	-1.56421e-05	-0.00309456	8.43542e-07	244	167	48	80	-0.000111228	7.74858e-06	0	0	309	251	51	98	0.00167532	-0.0904304	1.76539e-05	0.213848	311	241	46	81	10.0054	30.0579	3660.36
308	226	53	88	-4.4566e-06	-2.19361e-06	1.53968e-06	3.07937e-06	323	265	15	25	-0.00100732	2.22766e-06	-0.000999611	-4.99445e-08	234	168	48	80	-0.000105737	7.74122e-06	0	0	309	251	51	98	0.0117509	-0.141022	-5.39953e-06	0.100404	311	242	46	82	10.0052	30.1146	3914.15
308	225	52	87	1.60878e-05	-1.45202e-05	-1.14267e-09	-2.28533e-09	324	265	16	25	0.000186378	1.47365e-05	0.000186325	-1.05512e-06	225	168	48	80	-0.000401851	-5.95658e-06	0	0	309	250	51	98	0.0107412	-0.121372	-1.27347e-05	0.0299284	311	242	46	83	10.0051	30.104	3986.39
308	225	53	88	-1.26743e-05	-6.30248e-06	5.12466e-07	1.02493e-06	324	265	16	24	2.31974e-06	-3.13326e-06	5.95201e-06	6.17413e-08	209	166	48	80	-0.00151952	-9.08883e-05	0	0	309	250	51	98	0.00664866	-0.0806222	-1.27347e-05	-0.0024332	311	242	46	83	10.0051	30.1042	4008.49
308	226	53	88	-8.56547e-06	-1.86291e-05	-1.54197e-06	-3.08394e-06	323	265	14	25	-0.0690302	-1.20681e-05	-0.0690297	8.43542e-07	204	168	48	80	-5.93525e-05	7.74122e-06	0	0	309	250	50	98	0.0030395	-0.0430997	-9.59105e-06	-0.0115984	310	242	47	84	10.0051	32.8933	4009.29
308	225	53	88	-1.67832e-05	1.0133e-05	-5.14752e-07	-1.0295e-06	324	265	16	25	0.0986558	2.22766e-06	0.0986509	-4.99445e-08	200	169	48	80	2.56134e-05	-1.14357e-05	0	0	309	250	50	97	0.000848221	-0.0171038	-5.39953e-06	-0.0103551	310	242	46	83	10.0051	29.8744	4009.61
308	225	52	87	1.60878e-05	1.42419e-05	5.12466e-07	1.02493e-06	324	265	16	25	0.00150517	1.47365e-05	0.00150405	-1.05512e-06	198	171	48	80	-8.66596e-05	8.71943e-05	0	0	309	250	50	97	-0.00012926	-0.00260112	-2.25588e-06	-0.00632701	311	242	46	83	10.0051	30.005	4009.67
308	225	53	88	-8.56547e-06	6.02414e-06	1.02608e-06	2.05215e-06	323	265	15	24	-0.00240651	-3.13326e-06	-0.00240478	6.17413e-08	200	173	48	80	9.2467e-06	2.14533e-05	0	0	309	250	50	97	-0.000387058	0.00358558	-1.60116e-07	-0.00285212	311	242	46	83	10.0051	30.1187	4009.52
308	226	53	88	-1.67832e-05	-1.86291e-05	-1.14267e-09	-2.28533e-09	323	265	15	25	0.000182812	-1.20681e-05	0.000183425	8.43542e-07	205	177	48	80	5.31108e-05	4.6101e-05	0	0	309	250	51	97	-0.000322608	0.00493525	8.87766e-07	-0.000770945	311	242	46	83	10.0051	30.1053	4008.32
308	226	53	88	-1.26743e-05	1.42419e-05	5.12466e-07	1.02493e-06	324	265	16	25	2.91325e-05	5.80161e-06	3.84005e-05	-2.73316e-07	220	183	48	80	0.00017109	6.78632e-05	0	0	309	251	51	97	-0.000182968	0.00408856	8.87766e-07	0.000144773	311	242	46	83	10.0051	30.1039	3969.02
308	225	53	88	-3.47728e-07	1.83508e-05	-2.05558e-06	-4.11116e-06	324	265	15	24	-1.37549e-05	1.11625e-05	-7.72575e-06	-8.31745e-07	232	189	48	80	0.000143547	7.04751e-05	0	0	309	251	51	97	-7.55524e-05	0.00264667	8.87766e-07	0.000378402	311	242	46	83	10.0051	30.1043	3489.84
308	226	53	88	-3.47728e-07	1.83508e-05	2.05329e-06	4.10659e-06	323	265	15	24	-1.24604e-06	-6.7072e-06	-1.86952e-07	2.85113e-07	241	195	48	80	0.000855849	0.000571695	0	0	309	251	51	98	-2.18447e-05	0.00137245	8.87766e-07	0.000316638	311	242	46	83	10.0051	30.1043	1776.46
308	225	53	88	-1.67832e-05	1.0133e-05	-5.14752e-07	-1.0295e-06	324	265	16	25	1.66237e-05	-6.7072e-06	4.83163e-07	5.08485e-07	258	200	48	80	0.000746348	0.000221018	0	0	309	250	51	98	1.038e-05	-0.274179	8.87766e-07	0.000185054	309	240	46	82	10.0046	30.1043	108.902
308	226	53	88	-1.26743e-05	-1.86291e-05	-1.02836e-06	-2.05672e-06	324	265	16	25	-1.24604e-06	1.11625e-05	4.83163e-07	-6.08374e-07	274	204	48	80	0.0001764	4.56748e-05	0	0	309	249	51	98	2.11216e-05	-0.302832	8.87766e-07	0.35206	304	233	46	80	10.0045	30.1043	14.6264
308	226	53	88	-1.67832e-05	1.42419e-05	-5.14752e-07	-1.0295e-06	323	265	14	24	-0.0549221	4.01464e-06	-0.0549166	-3.85002e-07	287	206	48	80	0.000571056	8.67588e-05	0	0	308	249	51	99	-0.351969	-0.230461	8.87766e-07	0.337126	302	228	45	80	10.0045	32.8759	10.5169
308	225	53	88	-4.4566e-06	6.02414e-06	-2.05558e-06	-4.11116e-06	324	265	16	24	0.0598963	-1.38551e-05	0.0598949	7.31856e-07	298	203	48	80	0.000483367	-8.58103e-05	0	0	309	248	51	99	0.0148767	-0.139849	8.87766e-07	0.565819	305	226	45	79	10.0042	27.243	10.2036
308	225	52	87	1.19789e-05	-1.04113e-05	-5.14752e-07	-1.0295e-06	324	265	16	25	-0.00416311	-1.34628e-06	-0.0041658	1.73427e-07	308	199	48	80	0.00011067	-4.47244e-05	0	0	309	248	51	100	0.12327	-0.0672429	8.87766e-07	0.437495	308	226	46	81	10.0049	30.077	10.2501
308	226	52	87	3.76114e-06	-1.86291e-05	2.05329e-06	4.10659e-06	323	265	15	25	-0.000664213	1.65235e-05	-0.000662771	-1.05512e-06	314	192	48	80	7.77529e-05	-8.30173e-05	0	0	309	248	51	100	0.113452	-0.0213792	8.87766e-07	0.243763	311	226	46	83	10.0049	30.1128	10.9557
308	225	52	87	3.76114e-06	-1.04113e-05	-1.54197e-06	-3.08394e-06	324	265	16	24	0.000195321	2.22767e-06	0.000198551	-2.73316e-07	316	184	48	80	-2.08514e-05	5.38281e-05	0	0	309	249	51	100	0.070475	0.276496	8.87766e-07	0.0979601	313	225	46	81	10.0055	30.1043	14.6782
308	226	52	87	7.87001e-06	-1.86291e-05	1.53968e-06	3.07937e-06	324	265	16	24	5.40935e-07	-1.56421e-05	6.00416e-06	9.55228e-07	312	177	48	80	-3.73258e-05	-8.31313e-05	0	0	308	249	51	100	-0.319615	0.312929	8.87766e-07	0.0183222	313	227	45	80	10.0058	30.1041	27.5864
308	226	53	88	-1.26743e-05	-1.45202e-05	-1.02836e-06	-2.05672e-06	324	265	15	25	-1.37549e-05	-3.13326e-06	-7.7332e-06	2.85113e-07	308	172	48	80	7.76703e-05	7.84715e-05	0	0	308	250	51	100	-0.32794	0.240717	8.87766e-07	-0.0127934	311	233	46	82	10.0059	30.1043	57.1281
308	226	52	87	7.87001e-06	-2.19361e-06	-1.02836e-06	-2.05672e-06	323	265	15	25	-1.24604e-06	1.47365e-05	-1.94403e-07	-8.31745e-07	301	169	48	80	-7.57822e-05	-3.93533e-05	0	0	307	250	51	100	-0.567069	0.147347	8.87766e-07	-0.0179279	311	237	46	82	10.006	30.1042	104.655
308	226	53	88	-4.4566e-06	-2.19361e-06	1.53968e-06	3.07937e-06	323	265	16	24	1.66237e-05	2.22767e-06	5.31555e-07	-2.73316e-07	295	167	48	80	-7.57307e-05	-2.01922e-05	0	0	306	250	51	99	-0.793511	0.0716476	8.87766e-07	-0.013207	310	239	46	83	10.006	30.1043	181.866
308	225	53	88	-4.4566e-06	1.0133e-05	1.53968e-06	3.07937e-06	324	265	16	24	5.40936e-07	-1.56421e-05	5.31555e-07	8.43542e-07	289	166	48	80	-0.00057981	-9.41693e-05	0	0	306	250	51	99	-0.584341	0.0234031	8.87766e-07	-0.00709771	309	241	46	83	10.006	30.1044	290.446
308	225	53	88	-4.4566e-06	6.02414e-06	-2.05558e-06	-4.11116e-06	324	265	16	25	-1.55418e-05	-1.34628e-06	5.31555e-07	1.73427e-07	284	165	48	80	-0.000223654	-4.21102e-05	0	0	306	250	51	99	-0.313879	-0.00122631	8.87766e-07	-0.0027071	309	241	46	82	10.006	30.1043	463.889
308	225	52	87	1.60878e-05	-6.30248e-06	-1.14267e-09	-2.28533e-09	323	265	16	25	5.40935e-07	1.65235e-05	5.31555e-07	-9.43431e-07	281	166	48	80	-3.73574e-05	7.20183e-06	0	0	306	250	51	99	-0.119629	-0.0101794	8.87766e-07	-0.000394981	309	241	46	83	10.006	30.1043	567.195
308	226	53	88	-3.47728e-07	1.42419e-05	-2.05558e-06	-4.11116e-06	323	265	16	24	1.66237e-05	2.22767e-06	5.31555e-07	-2.73316e-07	279	166	48	80	-0.000185309	7.20183e-06	0	0	306	249	51	100	-0.0173587	-0.285454	8.87766e-07	0.352441	309	240	46	81	10.0056	30.1043	652.904
308	226	52	87	7.87001e-06	1.83508e-05	1.53968e-06	3.07937e-06	324	265	16	24	5.40936e-07	-1.56421e-05	5.31555e-07	8.43542e-07	282	166	48	80	1.74176e-05	7.20183e-06	0	0	306	248	51	101	0.0204301	-0.310896	8.87766e-07	0.337671	309	240	46	83	10.0054	30.1043	567.182
308	226	52	87	7.87001e-06	-1.86291e-05	1.53968e-06	3.07937e-06	324	265	16	25	-1.37549e-05	-3.13326e-06	5.31555e-07	2.85113e-07	289	167	48	80	-4.84755e-05	-9.23863e-06	0	0	306	248	51	101	0.0249523	-0.235097	8.87766e-07	0.214245	309	240	46	84	10.0054	30.1042	307.554
309	226	52	87	-1.68071e-05	1.42419e-05	1.02608e-06	2.05215e-06	324	265	14	25	-1.24604e-06	1.47365e-05	-0.069025	-8.31745e-07	295	168	48	80	7.75144e-05	7.21214e-06	0	0	306	248	51	101	0.0175621	-0.141919	8.87766e-07	0.100605	309	239	46	85	10.0054	32.8501	198.865
316	225	53	88	0.538545	-1.86291e-05	0.134639	0.269279	329	264	16	26	0.418526	4.01464e-06	0.0866325	0.0837042	301	168	48	80	-8.68466e-05	-6.48566e-06	0	0	306	248	51	101	0.00909772	-0.0677794	0.274697	0.0299956	312	238	46	83	10.4366	30.3047	212.849
317	223	54	91	7.85039e-06	-1.45202e-05	2.06423e-06	4.12847e-06	332	264	17	26	0.247673	-1.20681e-05	0.085208	-0.00068725	307	165	48	80	6.10896e-05	-2.02034e-05	0	0	306	249	51	101	0.355255	0.25351	0.302879	-0.00243319	315	236	48	85	10.007	46.477	285.023
320	221	56	94	-1.68516e-05	1.93214e-06	-2.0294e-06	-4.0588e-06	334	265	15	25	0.186864	-6.7072e-06	-0.0988624	-0.00339753	312	163	48	80	0.000833705	-0.000329777	0	0	306	249	52	101	0.337424	0.579787	0.505008	0.340359	316	233	50	88	10.0113	77.2323	344.954
319	220	55	93	3.68664e-06	1.42662e-05	-1.51579e-06	-3.03158e-06	332	265	17	25	-0.0883349	9.37556e-06	0.0776364	5.55725e-05	316	159	48	80	0.000378982	-0.000381869	0	0	307	250	53	102	0.565113	0.543622	0.442546	0.326731	316	234	51	91	10.0129	71.5888	506.99
315	219	56	95	-0.403931	0.134646	-0.134637	-0.269275	330	264	15	26	-0.237113	1.29495e-05	-0.098654	0.000163908	319	155	48	80	0.000285821	-0.000379093	0	0	307	250	53	102	0.436719	0.655343	0.297414	0.207508	314	234	52	94	10.1644	96.8462	871.135
310	220	56	94	-0.67319	-1.45123e-05	5.40726e-07	1.08145e-06	325	265	15	24	-0.27621	-4.92023e-06	-0.00582545	-0.0549202	321	150	48	80	7.76314e-05	-0.000214737	0	0	307	251	53	101	0.243242	0.517475	0.160959	-0.254435	312	233	53	93	10.7872	93.3351	1795.07
307	220	56	94	1.59261e-05	1.83587e-05	1.56794e-06	3.13589e-06	319	267	14	23	-0.479191	0.0837023	-0.0799361	-0.0807825	321	144	48	80	-1.00345e-05	3.46896e-05	0	0	306	252	53	100	-0.254285	0.323307	0.0652609	-0.659934	309	232	53	93	10.0096	130.47	2938.89
307	218	57	96	0.538574	-0.134642	0.269278	0.269277	319	267	16	23	0.0313548	-0.00429545	0.0591597	0.00549165	322	139	48	80	4.47713e-05	-0.000217487	0	0	306	252	53	99	-0.318885	0.161237	0.0112279	-0.553244	307	234	54	95	10.7892	215.439	3462.74
309	217	58	97	1.18103e-05	6.04508e-06	5.50528e-07	2.14921e-06	324	265	16	25	0.284798	-0.0706904	-0.00272515	0.0704667	320	135	48	80	6.41698e-06	2.63867e-05	0	0	307	251	53	99	0.125321	-0.218892	-0.0122426	-0.325469	307	231	55	96	10.0126	223.054	3713.99
311	215	60	99	-1.69591e-05	1.42771e-05	-1.50694e-06	-4.01637e-06	327	265	15	25	0.143566	0.00517552	-0.00101145	-0.00519411	321	133	48	80	1.18961e-05	1.545e-05	0	0	307	251	53	99	0.218784	-0.302178	-0.0177356	-0.140363	308	232	56	97	10.0153	268.604	3772.75
310	216	59	98	-0.134628	0.269289	-0.134639	-0.134636	325	265	15	24	-0.0867749	0.00121737	0.000190461	-0.00120994	322	134	48	80	5.02546e-05	1.7522e-06	0	0	307	250	52	99	0.170726	-0.250589	-0.0149367	-0.033624	309	232	56	98	10.0385	268.446	3774.88
309	218	59	98	3.60336e-06	-1.86021e-05	2.08854e-06	2.16117e-06	323	265	14	25	-0.161428	-0.000192548	-0.0549099	0.000193505	323	137	48	80	9.95666e-05	0.000292197	0	0	306	250	52	99	-0.256229	-0.16229	-0.00977691	0.0112703	308	231	56	98	10.0093	259.394	3722.13
308	218	59	98	7.721e-06	6.05116e-06	1.06132e-06	1.06739e-07	321	265	16	25	-0.052717	4.45343e-07	0.073998	1.18171e-06	324	143	48	80	5.02443e-05	0.000264781	0	0	306	250	52	99	-0.298283	-0.0843946	-0.00514422	0.0212089	308	233	55	97	10.0092	228.471	3241.71
309	217	59	98	-8.73835e-06	1.016e-05	3.41016e-08	-1.9477e-06	323	265	16	24	0.0755502	1.47411e-05	-0.00348116	-5.29607e-06	324	153	48	80	-1.0026e-05	0.000111217	0	0	306	250	52	100	-0.206324	-0.0318245	-0.00198276	0.016821	308	234	55	97	10.0096	230.054	1514.85
311	221	56	94	1.17911e-05	1.93963e-06	-1.51944e-06	-1.92514e-06	325	265	15	24	0.134384	-3.1286e-06	-0.00138633	1.76533e-07	322	163	48	80	6.39463e-06	-6.67329e-05	0	0	306	251	52	100	-0.105214	0.271449	-0.000245372	0.00954094	309	234	53	94	10.0079	89.9663	361.476
311	222	56	94	1.59e-05	-1.44959e-05	-2.03305e-06	-2.95236e-06	324	265	14	25	-0.065862	-1.02765e-05	-0.0547255	6.23277e-07	318	175	48	80	2.82793e-05	-8.34244e-05	0	0	307	251	52	100	0.315114	0.311302	0.000477667	0.00392579	311	229	52	92	10.0082	102.075	45.5941
310	222	56	93	-8.74766e-06	-1.86047e-05	2.07582e-06	4.23817e-06	323	265	14	25	-0.0815999	5.80626e-06	0.00430597	-3.81896e-07	314	187	48	80	5.56451e-05	-0.00017406	0	0	307	252	52	100	0.334384	0.240826	0.000619131	0.000802681	311	224	52	92	10.0081	100.797	13.6364
